Homolog, Bit Score
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 80
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 77
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 50
1, 66
1, 242
1, 0
1, 72
1, 227
1, 0
1, 77
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 74
1, 222
1, 0
1, 71
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 437
1, 854
1, 209
1, 906
1, 150
1, 796
1, 147
1, 752
1, 149
1, 933
1, 233
1, 895
1, 159
1, 0
1, 171
1, 0
1, 85
1, 0
1, 78
1, 0
1, 80
1, 0
1, 80
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 73
1, 0
1, 0
1, 0
1, 76
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 74
1, 0
1, 0
1, 0
1, 73
1, 0
1, 0
1, 0
1, 77
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
